"RREijk_500","RBijk_500"
48.0498594968214,-32.692905313839
92.2059799984684,47.0309335663135
67.2870067447655,21.4542119488539
50.2528799606794,0.821155378072995
66.4169090944563,23.122251843567
90.0110857318892,51.3700855881758
108.318606210149,63.7134675548763
80.3300013458204,37.3680710650702
72.8819363048461,28.3146909707977
55.956582945235,-50.3035948411872
99.055007166593,50.3135138506938
52.5770745189837,-8.18917789399844
56.1638550165164,4.58345790216744
55.5875232334704,9.08298012837548
67.0077580460991,25.6790635878831
47.0928893651535,-8.7780961642031
87.0081906710726,38.5731454011107
56.1699859412881,-22.2667268548052
49.7924340690158,-31.3780639058167
71.6430410837673,23.4923890140676
49.8278484697105,-14.6460201129179
45.8984242872319,-31.273353503795
48.5473130830911,-33.9114313429711
118.543784055269,79.4117145617674
47.7189081074061,-33.7775434432483
87.7384141413818,40.9233451938151
97.9343342953251,55.3236083513248
63.0202856191992,13.6947093100053
60.1513110500111,11.4917908847863
59.8372576391717,-53.9112332561798
114.469618074268,75.5656489700255
48.0601124467769,-9.98784969069732
82.6855927906142,32.7073567371445
80.644034465025,39.4598073807708
92.2957875968608,54.2309736767964
53.5319167202076,7.73480906488608
56.7943240251785,-2.85983778609709
47.7337869507787,-14.9902088541431
57.755466204202,11.5964332516453
46.7737487903586,-13.2198490919747
62.5323848058429,12.6150277744157
81.8272943958406,37.2918305201541
44.7471193408554,-25.8402525054966
143.584897201375,104.323284557374
59.2791653645042,-15.8269418504315
56.2737776135867,-49.5647308549125
75.310409650111,32.2334763486817
54.2685897432224,-4.08084840983739
47.4896146169814,-5.9275614784241
48.7008508758461,-14.7995349848432
47.2538011574802,-13.4790006809822
44.6669061951231,-13.5085368418415
51.2487246531594,-38.048470876596
80.6393045414682,35.1266756620054
91.6771871779016,50.293861567828
68.9233637537459,21.9556256242979
49.9389811394464,-7.09377714744026
50.9215697259247,-39.7122524386702
53.5252180644005,7.11455062422147
78.8982235079404,32.5595211723988
50.0618729246588,-12.1342598000727
54.2154659317952,-5.79524111592043
79.7890651080565,31.6363178848794
107.211767133263,45.1002416694383
54.4109448255102,-4.3743994643306
46.5471496763534,-20.9932038023797
50.0821215564332,-9.07077601400775
46.0148864746183,-26.2864258400464
48.1358681448397,-12.9434388148562
66.9193591439775,23.2317341157391
72.6737083556477,24.4473286509761
55.9249025103248,-8.95521120027657
51.2886865366151,-34.8752428426622
53.3619207417585,-44.7721974621372
55.2111875976577,-47.2521420733183
71.3159610244764,26.0660211402156
160.592057672406,110.837799478354
46.773562428422,-33.0600760591001
83.2926450554221,41.0734249438158
49.9030462205958,3.98759750247649
52.6042040844782,6.4574529252834
170.421023427098,117.638578358314
68.9093369729331,23.484665909803
48.3645848009097,-25.1390915674303
51.8836913441973,-16.9449220098468
45.4009498633672,-5.01452929043317
160.841027011169,103.446475439779
48.9282687871266,-3.01177176537489
150.499084680356,107.28205312652
115.62411724636,63.2708561255148
50.1010371884007,-13.5825203899982
49.1535341371684,-11.3950362341533
53.1796600448741,-44.7278971965829
45.9631188094341,-30.6895254722005
113.498664528072,69.2890078229578
60.9503095820751,13.4458718786419
63.0052276698166,16.0754450590352
48.9614902402101,-8.0304622930009
141.948567589841,104.924051834663
51.7550285183789,4.99985302215796
44.3276085495453,-13.4923303529913
47.1728881641048,-33.0677765769647
101.702100360973,58.7142974020771
57.8747707155988,-52.5163648412922
64.7740643040922,19.742387221721
55.9287336269123,-48.5641865832691
50.1959091985105,-35.7940770397765
56.0210679707156,-48.1011254549061
60.6049179492564,0.200765238025901
49.3896497612948,-4.73100514437273
101.962311243921,61.3388267898107
47.5643476874147,-24.2656067309264
73.5575404166358,15.2227738094991
59.4515205488711,5.70129048562529
61.9190286468605,16.3655927428538
94.4403066280148,46.8697621957233
53.1116457767477,-2.8816285127966
84.1822121146398,43.1664253926612
44.9384979593734,-21.6064188760597
48.1250476503196,-16.7824982621103
200.463671120088,158.314257774536
104.87091275604,63.3828862223938
56.2323187125639,7.67474088139109
46.9538925231612,-15.627291646251
47.9066976983631,-22.251266482095
88.4478425125744,50.8999251258975
49.7977537710548,-15.2906378408784
62.3428044075165,16.6373930987308
48.0937791899077,-16.8971708982337
48.17870725765,-17.643491193776
70.8746274664062,18.375569364862
49.1200919366602,-33.9413725888544
57.2728036379244,-2.36759044519394
114.667715223584,69.5166724235465
48.4754022530826,-18.6845594984943
44.6728014625042,-12.9195400521253
53.4510800418642,-42.2268754079274
44.7539347230694,-19.0477196708055
52.8852012629034,-44.1346378343662
67.0852716713893,21.8316783481007
70.3283496386175,22.3356078031901
99.151165128641,58.3786648442787
143.55173970852,99.4964939380479
45.7593081816745,-15.7794456105779
152.620821392631,102.627429364819
165.737062176309,121.22528033602
87.6316351740416,46.2710103247908
59.5475886292449,16.9982053163758
58.9348423286358,6.99262645626317
63.6689893374333,-14.0633436791866
124.269971109222,80.1253817821066
61.2725736468623,15.3851389589928
64.7069845090787,7.59931498448939
65.396329515593,-24.2805883187849
127.434374538116,87.9670464014138
48.4080776332349,-27.9320997664439
71.9898165769249,32.4446457040835
54.6421680188272,10.8919500789407
47.7676113589548,-31.0010936816054
49.6597797192357,-37.8090115350445
46.1658056859379,-31.7633173620384
47.6617215989727,-14.7580861899676
67.3210161250321,26.7547946290443
109.987350390508,57.9777731843948
56.80814914236,12.2031444498999
56.5049181863256,-13.7142579362986
60.8576499030425,11.5237226113508
102.387043449057,57.4028264262446
47.1324035848227,-15.5983667065153
48.8274947143994,-14.6438610517152
71.702799724869,24.3615041327473
51.1661074659485,-6.8542759610358
49.9643048187503,1.39135976010387
69.9485674371794,23.5628688465224
56.2228092171783,-47.1228438679762
151.981327885249,105.106705182494
51.5377201754262,-1.54776918708715
54.1196937075413,7.98049932918807
148.16358486916,88.7522094702017
83.4697425035441,40.2718357374804
53.7642503709218,1.25110918223965
63.881128628863,19.1839831394628
155.596242515547,113.08309084593
45.2992453441434,-11.2753432405568
77.6180845036265,31.0117537319878
58.7835359548468,5.21593288274869
51.1052309949202,-12.0517415579559
45.5091595270759,-19.1514433654585
71.500968625401,29.5217485410041
48.3783219677448,-7.07176147647707
45.6405044079598,-18.8352880503537
49.6506105305624,0.0177547738656047
74.1357931614072,24.3805249651319
49.6914776612679,-24.0381168278243
48.8600832889476,-29.9713177822437
89.4635705021648,46.2669650410916
51.6908905386342,-1.34720982397336
60.2381533642413,13.5074166441237
56.8734887415618,14.5477001409836
66.5589293351353,18.7093593804288
102.069676576401,61.122335488377
92.6955004200172,41.6871015698121
52.6382396588839,-38.8418093360979
47.0182937348862,-23.6270202688858
107.423469499873,62.4013178547102
69.3371926833782,19.6402267036933
116.629803910816,63.9604660719411
160.307146915611,119.96018659292
54.8336814794517,-47.5986998705781
68.3766254363136,31.4434274937253
47.5029407885911,-21.4178130788485
51.2590020517642,-1.38906375430396
45.017402597042,-15.3609880826303
106.843285931865,56.7946895833406
62.5668872125023,16.6428324981686
56.7393485514044,-7.97134797410689
64.1718947128175,-0.678039635643955
48.9585176025287,-10.8730194926258
61.1597861459578,14.5953295969439
49.2826244577349,-19.9212670606457
53.7501324230676,10.8914195307264
113.787881991354,69.5480780271031
47.1310590707244,-17.9107178043492
64.465298515182,16.9710211599533
147.068308308238,101.958526966336
47.2038537457961,-3.95184282513742
79.345533697922,41.372683971949
57.9182666441849,8.1894841805328
51.0950699339633,-1.89903834359027
70.2148381770575,32.3755777914009
44.0818656076189,-19.4027068366314
52.5797707537091,5.83765560247889
52.5104222168871,-2.7176900644909
83.8655899641955,41.2943214525109
51.7294782830086,1.4070910954752
70.2162936970416,25.3274901500337
93.1680745598215,51.1196207206042
84.6022238048618,46.4184487106194
66.5683088350649,19.6467845221227
111.269235218799,75.403725908565
82.9154791345508,41.630081732626
46.5548777164888,-4.4088359275554
48.4055217829047,-31.6521122340049
68.5001974076771,22.6305644921486
50.2450901280098,-39.3906244361361
51.3780993411409,-21.3469758839863
48.5831560923695,0.855377052672668
81.0397232372579,40.9100772658275
59.8473056306689,17.7679057785357
41.9759229297335,-18.9657085460671
47.926733393388,-20.042540464747
47.1711137935743,-4.32687587543877
49.2288419569436,-35.0631136708128
69.3662026567743,21.5145910693473
82.0770090101526,30.5819166810322
49.953940432679,1.6764872369759
55.1400245780757,10.3408232474959
65.841994322064,21.1929511870249
44.0847055790302,-7.29930949741764
42.3334995940972,-12.3394857774325
46.2916564287352,-29.905032183419
95.0613647021461,56.3828075647862
112.3724313091,62.2707376241176
70.9840832916597,29.2002485660294
48.6688672277811,1.29074631407055
48.3335779189754,-26.658317993707
76.4852556944513,26.6901396894001
113.540837584262,68.8607688183429
44.2361826704126,-16.2886809575231
47.3820016488046,-24.2112864325375
102.883347858134,52.9442296041629
49.8474723300471,-14.0315651222809
50.4401345482844,-14.2599292239877
76.6828180612715,15.6669809720474
55.1915711730777,3.80071154443783
46.218014340311,-32.7557354208535
59.3223858466315,6.45871491033276
45.16613372344,-15.197509694534
48.4138093061098,-36.4079850786644
47.2803370006287,-31.6854372979079
51.9604621392611,-2.43959770985815
83.0122532248874,44.7077512199743
121.952496727667,80.6617922901998
50.4275382184217,-6.77512908687663
121.575541351662,78.8593496803257
77.6342379274143,35.4913450020583
89.2522371128919,36.9487702523819
44.8802043835405,-12.4768617457822
47.1796536184319,-14.4549731416603
79.3454162078406,35.473367211346
52.8784435227553,-15.5141749910795
82.1049237494533,40.1326126262032
74.5311678444238,30.7638239702525
51.225491719614,-15.6945735206921
49.971621697355,-36.1005256446142
67.8158872179848,23.5093518990026
47.6002480396459,-23.3594181274516
51.2916884725649,-37.8777775339164
48.6190064936775,-19.2025991584067
45.9032979851156,-32.3369348371203
53.8562417769822,-1.89410426094629
42.0446013628348,-14.1293341122165
45.1523188567561,-23.0978463257627
47.5746163747468,-27.3670207475485
121.376168874504,74.707930578302
49.8477454637671,-8.85322512531013
71.7041799659975,18.5194406919516
63.4177182446687,6.20468123691868
106.141035536407,66.4083499168762
51.4816005885136,-41.3463861964097
50.9530393677069,-10.830028687375
44.7731207880661,-24.7823879955486
96.9152798502075,45.6654809009163
142.487070544437,84.3933595109121
51.0691044301664,-4.95508777245248
52.147212360248,13.356336888466
95.3403721458962,52.3309468306675
67.2183587132361,17.1988719935569
47.7331567300939,-20.2539896821195
93.1636794940313,46.2328871019757
54.0833750336016,3.85474069638088
49.6423042163046,-2.67152506857026
51.6988025788052,-5.05965105994434
48.2883916440396,-24.3316289194708
61.9666550542808,11.231989115429
63.6749040870011,21.1020182501905
47.7197836965848,-26.2194863711751
51.6434215644789,-44.4920359146342
46.933877311629,-25.0589771823796
50.370054918156,-42.1670524922571
94.179790889254,50.8380075735684
60.9650466383611,16.5155456487422
148.07215493642,103.933325677219
86.2550440585159,47.9319416473042
71.0891452057068,28.9041298733202
79.6470694518033,31.6599542017456
58.5981298036793,9.6804851953637
55.6531672464301,-10.6515483739849
46.5189290972195,-19.2527691016868
59.7300228509547,-55.7865855278167
67.7380525385185,23.1280247952985
50.4565589990794,-9.61749287718222
56.9322473331722,-0.515265767691527
49.7932773136359,-39.3036266430333
119.959077618403,73.1740943394459
69.8324153732031,28.0531604386926
48.6438962228925,-21.7376690405803
109.197781210713,61.2110369492583
53.8621856788103,-2.80252341685411
58.1437847087335,14.3543109483747
48.1497908558939,-24.9616959773469
51.0398071324215,-2.38575717564246
95.954889899488,52.1131238835383
65.7564325113912,16.836494319354
44.7885160651374,-8.15247631209537
110.103829280686,61.8303766773343
49.383355730953,1.88819570830503
45.4543587591545,-13.5821740902273
50.0974923594302,-37.2779791868942
65.3331912850307,15.4550115302307
66.5877808802579,26.1311743139407
55.3121207833694,8.2400743889706
43.9627571760669,-27.3715276874854
46.6729083958395,-33.3250247843359
60.2036455258649,-54.2048111359738
